date_time,close,volumefrom
2019-10-25 22:00:00,8613.4,4187.59
2019-10-25 23:00:00,8671.1,2309.13
2019-10-26 00:00:00,9212.33,20427.91
2019-10-26 01:00:00,10094.79,29233.57
2019-10-26 02:00:00,9665.9,17851.41
2019-10-26 03:00:00,9604.05,9637.61
2019-10-26 04:00:00,9644.73,3751.82
2019-10-26 05:00:00,9620.74,3179.6
2019-10-26 06:00:00,9607.87,2675.93
2019-10-26 07:00:00,9502.43,6241.0
2019-10-26 08:00:00,9392.26,4740.83
2019-10-26 09:00:00,9172.36,10844.47
2019-10-26 10:00:00,9256.4,3033.21
2019-10-26 11:00:00,9241.23,2523.65
2019-10-26 12:00:00,9291.74,4277.73
2019-10-26 13:00:00,9120.72,4636.04
2019-10-26 14:00:00,9168.99,3165.07
2019-10-26 15:00:00,9202.13,4116.58
2019-10-26 16:00:00,9176.75,3686.88
2019-10-26 17:00:00,9152.82,1930.09
2019-10-26 18:00:00,9084.05,5961.2
2019-10-26 19:00:00,9026.34,5365.21
2019-10-26 20:00:00,9134.32,2351.93
2019-10-26 21:00:00,9251.35,1677.68
2019-10-26 22:00:00,9176.22,1458.44
2019-10-26 23:00:00,9258.98,1880.74
2019-10-27 00:00:00,9251.38,3596.74
2019-10-27 01:00:00,9191.56,1618.31
2019-10-27 02:00:00,9207.76,702.7
2019-10-27 03:00:00,9171.48,608.53
2019-10-27 04:00:00,9137.66,876.44
2019-10-27 05:00:00,9209.87,733.58
2019-10-27 06:00:00,9210.65,556.05
2019-10-27 07:00:00,9181.21,705.21
2019-10-27 08:00:00,9282.33,1363.1
2019-10-27 09:00:00,9266.35,854.59
2019-10-27 10:00:00,9418.32,2712.97
2019-10-27 11:00:00,9300.3,9202.06
2019-10-27 12:00:00,9334.86,1763.52
2019-10-27 13:00:00,9464.13,4232.6
2019-10-27 14:00:00,9544.35,4074.14
2019-10-27 15:00:00,9554.66,3025.11
2019-10-27 16:00:00,9709.56,8430.1
2019-10-27 17:00:00,9677.32,2240.87
2019-10-27 18:00:00,9662.71,1514.6
2019-10-27 19:00:00,9751.76,2473.29
2019-10-27 20:00:00,9621.58,4473.39
2019-10-27 21:00:00,9633.76,2616.11
2019-10-27 22:00:00,9582.56,3534.73
2019-10-27 23:00:00,9550.6,2764.38
2019-10-28 00:00:00,9726.53,2416.28
2019-10-28 01:00:00,9761.9,8877.24
2019-10-28 02:00:00,9765.29,2184.55
2019-10-28 03:00:00,9653.43,1649.2
2019-10-28 04:00:00,9643.08,1987.98
2019-10-28 05:00:00,9630.22,818.49
2019-10-28 06:00:00,9467.95,3965.34
2019-10-28 07:00:00,9467.92,2838.36
2019-10-28 08:00:00,9379.42,2095.89
2019-10-28 09:00:00,9425.31,1331.3
2019-10-28 10:00:00,9442.24,1740.94
2019-10-28 11:00:00,9427.74,1236.64
2019-10-28 12:00:00,9350.55,2190.8
2019-10-28 13:00:00,9384.29,2193.76
2019-10-28 14:00:00,9346.53,2280.85
2019-10-28 15:00:00,9407.88,1810.47
2019-10-28 16:00:00,9376.27,1497.53
2019-10-28 17:00:00,9385.5,752.89
2019-10-28 18:00:00,9377.0,3254.58
2019-10-28 19:00:00,9424.77,1095.86
2019-10-28 20:00:00,9464.08,774.86
2019-10-28 21:00:00,9473.28,1304.1
2019-10-28 22:00:00,9469.34,744.58
2019-10-28 23:00:00,9222.23,5864.99
2019-10-29 00:00:00,9285.1,1044.61
2019-10-29 01:00:00,9297.76,970.78
2019-10-29 02:00:00,9277.51,691.65
2019-10-29 03:00:00,9302.58,664.94
2019-10-29 04:00:00,9428.88,2339.33
2019-10-29 05:00:00,9411.63,3626.71
2019-10-29 06:00:00,9449.74,1233.16
2019-10-29 07:00:00,9462.55,935.69
2019-10-29 08:00:00,9441.91,867.96
2019-10-29 09:00:00,9398.98,1165.99
2019-10-29 10:00:00,9471.43,1464.18
2019-10-29 11:00:00,9449.05,986.65
2019-10-29 12:00:00,9420.41,1276.45
2019-10-29 13:00:00,9355.47,2564.75
2019-10-29 14:00:00,9385.44,938.97
2019-10-29 15:00:00,9370.15,1206.83
2019-10-29 16:00:00,9324.36,1192.31
2019-10-29 17:00:00,9341.65,1147.54
2019-10-29 18:00:00,9368.14,1342.48
2019-10-29 19:00:00,9251.86,5846.26
2019-10-29 20:00:00,9446.72,5449.86
2019-10-29 21:00:00,9428.11,1475.36
2019-10-29 22:00:00,9463.74,1094.95
2019-10-29 23:00:00,9432.86,757.03
2019-10-30 00:00:00,9369.64,2117.75
2019-10-30 01:00:00,9398.49,1578.62
2019-10-30 02:00:00,9332.79,694.28
2019-10-30 03:00:00,9297.45,922.08
2019-10-30 04:00:00,9267.06,1595.38
2019-10-30 05:00:00,9209.6,1726.84
2019-10-30 06:00:00,9241.07,558.74
2019-10-30 07:00:00,9175.66,1142.99
2019-10-30 08:00:00,9209.79,1000.88
2019-10-30 09:00:00,9235.16,460.82
2019-10-30 10:00:00,9125.66,4529.16
2019-10-30 11:00:00,9119.72,1824.86
2019-10-30 12:00:00,9138.24,1407.35
2019-10-30 13:00:00,9068.82,1369.75
2019-10-30 14:00:00,9102.88,1693.53
2019-10-30 15:00:00,9123.2,2750.64
2019-10-30 16:00:00,9080.13,2127.31
2019-10-30 17:00:00,9130.46,1110.37
2019-10-30 18:00:00,9169.12,1179.95
2019-10-30 19:00:00,9223.08,1336.38
2019-10-30 20:00:00,9188.32,963.31
2019-10-30 21:00:00,9157.05,775.07
2019-10-30 22:00:00,9234.91,905.28
2019-10-30 23:00:00,9169.86,604.67
2019-10-31 00:00:00,9162.47,752.89
2019-10-31 01:00:00,9078.74,1473.28
2019-10-31 02:00:00,9108.9,488.97
2019-10-31 03:00:00,9122.81,544.32
2019-10-31 04:00:00,9101.52,432.6
2019-10-31 05:00:00,9185.11,913.06
2019-10-31 06:00:00,9133.6,1257.23
2019-10-31 07:00:00,9115.98,1020.71
2019-10-31 08:00:00,9136.31,619.62
2019-10-31 09:00:00,9061.71,1586.47
2019-10-31 10:00:00,9095.77,3908.57
2019-10-31 11:00:00,9133.11,1151.85
2019-10-31 12:00:00,9332.93,6254.11
2019-10-31 13:00:00,9321.45,1272.1
2019-10-31 14:00:00,9273.09,1262.7
2019-10-31 15:00:00,9245.73,1545.9
2019-10-31 16:00:00,9271.89,1102.11
2019-10-31 17:00:00,9279.97,667.08
2019-10-31 18:00:00,9258.95,879.97
2019-10-31 19:00:00,9251.18,796.6
2019-10-31 20:00:00,9197.68,1888.84
2019-10-31 21:00:00,9144.69,4624.81
2019-10-31 22:00:00,9136.74,846.99
2019-10-31 23:00:00,9157.52,601.09
