date_time,close,volumefrom
2019-10-15 00:00:00,8378.45,1464.67
2019-10-15 01:00:00,8342.38,464.0
2019-10-15 02:00:00,8351.43,487.4
2019-10-15 03:00:00,8329.13,332.29
2019-10-15 04:00:00,8350.23,528.9
2019-10-15 05:00:00,8336.32,382.0
2019-10-15 06:00:00,8332.9,575.65
2019-10-15 07:00:00,8294.69,553.01
2019-10-15 08:00:00,8315.05,760.56
2019-10-15 09:00:00,8295.91,595.51
2019-10-15 10:00:00,8334.17,548.56
2019-10-15 11:00:00,8312.06,591.59
2019-10-15 12:00:00,8335.49,589.21
2019-10-15 13:00:00,8329.24,629.7
2019-10-15 14:00:00,8279.31,1300.76
2019-10-15 15:00:00,8337.49,2568.09
2019-10-15 16:00:00,8200.24,5182.53
2019-10-15 17:00:00,8185.56,1681.33
2019-10-15 18:00:00,8193.45,1360.22
2019-10-15 19:00:00,8196.73,1155.87
2019-10-15 20:00:00,8158.15,788.06
2019-10-15 21:00:00,8162.64,1118.54
2019-10-15 22:00:00,8161.0,516.18
2019-10-15 23:00:00,8173.48,724.46
2019-10-16 00:00:00,8182.75,811.84
2019-10-16 01:00:00,8179.9,524.86
2019-10-16 02:00:00,8172.28,368.14
2019-10-16 03:00:00,8175.08,516.85
2019-10-16 04:00:00,8183.12,363.2
2019-10-16 05:00:00,8181.72,569.07
2019-10-16 06:00:00,8178.26,461.08
2019-10-16 07:00:00,8154.41,982.55
2019-10-16 08:00:00,8152.78,2128.37
2019-10-16 09:00:00,8158.35,936.34
2019-10-16 10:00:00,8169.92,1549.84
2019-10-16 11:00:00,8071.9,3428.01
2019-10-16 12:00:00,8005.27,4412.79
2019-10-16 13:00:00,8019.38,2618.79
2019-10-16 14:00:00,7977.17,2110.93
2019-10-16 15:00:00,7973.9,2303.36
2019-10-16 16:00:00,7989.09,2736.38
2019-10-16 17:00:00,7999.41,1351.06
2019-10-16 18:00:00,7986.07,902.57
2019-10-16 19:00:00,7981.63,1215.07
2019-10-16 20:00:00,7997.43,779.72
2019-10-16 21:00:00,7988.55,579.14
2019-10-16 22:00:00,8009.26,1275.86
2019-10-16 23:00:00,8014.39,1177.09
2019-10-17 00:00:00,7984.53,738.39
2019-10-17 01:00:00,7973.94,442.35
2019-10-17 02:00:00,8003.23,484.41
2019-10-17 03:00:00,7987.86,396.09
2019-10-17 04:00:00,7964.72,660.12
2019-10-17 05:00:00,8003.78,870.32
2019-10-17 06:00:00,7990.24,854.08
2019-10-17 07:00:00,7995.29,515.76
2019-10-17 08:00:00,8060.71,1806.48
2019-10-17 09:00:00,8071.73,770.96
2019-10-17 10:00:00,8092.14,1474.82
2019-10-17 11:00:00,8085.2,1435.31
2019-10-17 12:00:00,8066.29,1605.42
2019-10-17 13:00:00,8094.8,1286.49
2019-10-17 14:00:00,8075.43,735.25
2019-10-17 15:00:00,8105.75,844.53
2019-10-17 16:00:00,8107.42,1536.52
2019-10-17 17:00:00,8122.94,957.54
2019-10-17 18:00:00,8110.44,808.55
2019-10-17 19:00:00,8101.72,612.32
2019-10-17 20:00:00,8066.24,664.66
2019-10-17 21:00:00,8086.31,641.94
2019-10-17 22:00:00,8086.77,1032.97
2019-10-17 23:00:00,8082.46,481.74
2019-10-18 00:00:00,8108.03,521.55
2019-10-18 01:00:00,8118.1,540.64
2019-10-18 02:00:00,8126.45,727.43
2019-10-18 03:00:00,8094.53,354.2
2019-10-18 04:00:00,8106.93,339.43
2019-10-18 05:00:00,7946.43,4946.91
2019-10-18 06:00:00,7961.96,1790.37
2019-10-18 07:00:00,7929.89,582.82
2019-10-18 08:00:00,7914.73,2834.71
2019-10-18 09:00:00,7933.46,925.53
2019-10-18 10:00:00,7925.11,1094.77
2019-10-18 11:00:00,7944.45,816.45
2019-10-18 12:00:00,7949.52,1449.02
2019-10-18 13:00:00,7973.67,1546.59
2019-10-18 14:00:00,7936.26,1222.15
2019-10-18 15:00:00,7948.85,1069.5
2019-10-18 16:00:00,7954.22,1043.61
2019-10-18 17:00:00,7971.46,1181.78
2019-10-18 18:00:00,7957.22,1634.83
2019-10-18 19:00:00,7982.03,702.93
2019-10-18 20:00:00,7962.06,741.83
2019-10-18 21:00:00,7965.29,479.34
2019-10-18 22:00:00,7990.1,714.7
2019-10-18 23:00:00,7972.62,471.42
2019-10-19 00:00:00,7958.39,687.81
2019-10-19 01:00:00,7944.23,436.06
2019-10-19 02:00:00,7948.61,382.38
2019-10-19 03:00:00,7968.81,399.2
2019-10-19 04:00:00,7976.0,361.55
2019-10-19 05:00:00,7957.54,402.14
2019-10-19 06:00:00,7951.91,367.24
2019-10-19 07:00:00,7963.07,1103.58
2019-10-19 08:00:00,7994.46,1077.52
2019-10-19 09:00:00,7983.07,427.59
2019-10-19 10:00:00,7980.6,893.85
2019-10-19 11:00:00,7976.43,231.64
2019-10-19 12:00:00,8084.22,3316.22
2019-10-19 13:00:00,8065.83,1451.41
2019-10-19 14:00:00,8042.65,561.83
2019-10-19 15:00:00,8037.35,667.44
2019-10-19 16:00:00,8005.48,782.69
2019-10-19 17:00:00,8039.8,754.73
2019-10-19 18:00:00,8012.54,334.33
2019-10-19 19:00:00,8022.1,454.32
2019-10-19 20:00:00,7970.78,1087.49
2019-10-19 21:00:00,7973.47,809.77
2019-10-19 22:00:00,7969.58,365.69
2019-10-19 23:00:00,7973.63,518.9
2019-10-20 00:00:00,7960.01,791.25
2019-10-20 01:00:00,7920.34,853.3
2019-10-20 02:00:00,7940.65,1002.45
2019-10-20 03:00:00,7926.29,278.92
2019-10-20 04:00:00,7950.81,300.17
2019-10-20 05:00:00,7945.95,240.74
2019-10-20 06:00:00,7977.76,367.88
2019-10-20 07:00:00,7926.4,339.15
2019-10-20 08:00:00,7974.57,537.56
2019-10-20 09:00:00,7981.05,1174.09
2019-10-20 10:00:00,7964.0,425.2
2019-10-20 11:00:00,7971.8,247.34
2019-10-20 12:00:00,8003.06,638.1
2019-10-20 13:00:00,7999.56,363.64
2019-10-20 14:00:00,8052.6,1449.66
2019-10-20 15:00:00,8085.06,1187.97
2019-10-20 16:00:00,8117.02,1696.94
2019-10-20 17:00:00,8191.06,3923.01
2019-10-20 18:00:00,8170.69,1200.25
2019-10-20 19:00:00,8277.51,2422.31
2019-10-20 20:00:00,8246.71,3091.95
2019-10-20 21:00:00,8219.26,1367.94
2019-10-20 22:00:00,8237.18,601.64
2019-10-20 23:00:00,8247.25,786.21
2019-10-21 00:00:00,8241.69,1195.77
2019-10-21 01:00:00,8240.61,508.32
2019-10-21 02:00:00,8277.12,729.64
2019-10-21 03:00:00,8244.16,566.65
2019-10-21 04:00:00,8253.41,539.49
2019-10-21 05:00:00,8257.72,541.43
2019-10-21 06:00:00,8264.51,617.31
2019-10-21 07:00:00,8248.61,700.95
2019-10-21 08:00:00,8254.99,629.49
2019-10-21 09:00:00,8226.95,654.09
2019-10-21 10:00:00,8307.86,1267.54
2019-10-21 11:00:00,8251.72,1035.35
2019-10-21 12:00:00,8255.91,1024.1
2019-10-21 13:00:00,8267.94,837.26
2019-10-21 14:00:00,8277.43,934.08
2019-10-21 15:00:00,8213.58,4382.41
2019-10-21 16:00:00,8196.32,1328.35
2019-10-21 17:00:00,8217.28,758.43
2019-10-21 18:00:00,8196.07,632.54
2019-10-21 19:00:00,8225.63,1028.17
2019-10-21 20:00:00,8220.01,956.19
2019-10-21 21:00:00,8224.52,742.45
2019-10-21 22:00:00,8211.34,441.15
2019-10-21 23:00:00,8223.25,780.48
2019-10-22 00:00:00,8201.91,491.89
2019-10-22 01:00:00,8197.83,654.91
2019-10-22 02:00:00,8216.15,378.54
2019-10-22 03:00:00,8233.82,439.94
2019-10-22 04:00:00,8251.35,535.77
2019-10-22 05:00:00,8238.71,410.4
2019-10-22 06:00:00,8239.7,437.12
2019-10-22 07:00:00,8245.37,592.51
2019-10-22 08:00:00,8292.22,935.2
2019-10-22 09:00:00,8299.12,1018.76
2019-10-22 10:00:00,8272.36,1074.09
2019-10-22 11:00:00,8298.03,957.49
2019-10-22 12:00:00,8266.84,1186.14
2019-10-22 13:00:00,8253.36,1237.82
2019-10-22 14:00:00,8221.54,1660.48
2019-10-22 15:00:00,8245.67,1538.59
2019-10-22 16:00:00,8225.27,710.01
2019-10-22 17:00:00,8232.77,635.36
2019-10-22 18:00:00,8217.85,634.96
2019-10-22 19:00:00,8198.78,1609.76
2019-10-22 20:00:00,8144.56,3388.38
2019-10-22 21:00:00,8114.24,665.81
2019-10-22 22:00:00,8084.87,870.32
2019-10-22 23:00:00,8034.5,2389.53
2019-10-23 00:00:00,8057.52,1246.41
2019-10-23 01:00:00,8045.97,393.35
2019-10-23 02:00:00,8052.43,585.11
2019-10-23 03:00:00,7972.48,1949.94
2019-10-23 04:00:00,7987.87,1020.71
2019-10-23 05:00:00,7969.51,674.97
2019-10-23 06:00:00,7992.44,520.36
2019-10-23 07:00:00,7974.97,663.32
2019-10-23 08:00:00,7995.0,692.43
2019-10-23 09:00:00,8010.59,753.43
2019-10-23 10:00:00,8025.62,849.83
2019-10-23 11:00:00,7982.15,925.2
2019-10-23 12:00:00,7559.31,13151.1
2019-10-23 13:00:00,7498.26,9963.16
2019-10-23 14:00:00,7484.8,3880.54
2019-10-23 15:00:00,7447.28,2726.25
2019-10-23 16:00:00,7482.81,6684.36
2019-10-23 17:00:00,7515.1,1665.67
2019-10-23 18:00:00,7518.45,2140.59
2019-10-23 19:00:00,7499.28,1932.65
2019-10-23 20:00:00,7498.95,1095.35
2019-10-23 21:00:00,7446.16,2061.67
2019-10-23 22:00:00,7432.86,1999.84
2019-10-23 23:00:00,7479.54,2546.16
2019-10-24 00:00:00,7478.68,906.39
2019-10-24 01:00:00,7454.15,1692.17
2019-10-24 02:00:00,7444.27,1403.66
2019-10-24 03:00:00,7422.23,1251.7
2019-10-24 04:00:00,7437.19,803.56
2019-10-24 05:00:00,7428.88,587.91
2019-10-24 06:00:00,7385.04,1966.25
2019-10-24 07:00:00,7443.12,1690.06
2019-10-24 08:00:00,7476.62,1753.99
2019-10-24 09:00:00,7468.11,1231.7
2019-10-24 10:00:00,7462.87,1097.53
2019-10-24 11:00:00,7451.28,772.82
2019-10-24 12:00:00,7473.08,927.06
2019-10-24 13:00:00,7483.15,1163.97
2019-10-24 14:00:00,7490.76,1834.33
2019-10-24 15:00:00,7473.09,1835.91
2019-10-24 16:00:00,7480.52,882.84
2019-10-24 17:00:00,7467.01,874.26
2019-10-24 18:00:00,7475.97,1127.24
2019-10-24 19:00:00,7506.97,1171.76
2019-10-24 20:00:00,7473.58,1151.36
2019-10-24 21:00:00,7463.12,792.89
2019-10-24 22:00:00,7484.67,591.26
2019-10-24 23:00:00,7444.2,1069.58
2019-10-25 00:00:00,7452.61,676.63
2019-10-25 01:00:00,7460.12,583.73
2019-10-25 02:00:00,7468.16,540.88
2019-10-25 03:00:00,7472.04,506.46
2019-10-25 04:00:00,7470.18,318.39
2019-10-25 05:00:00,7475.91,1174.63
2019-10-25 06:00:00,7482.31,1029.84
2019-10-25 07:00:00,7496.08,926.39
2019-10-25 08:00:00,7488.31,762.99
2019-10-25 09:00:00,7481.52,338.85
2019-10-25 10:00:00,7622.72,4552.78
2019-10-25 11:00:00,7600.05,2761.63
2019-10-25 12:00:00,7646.01,1868.44
2019-10-25 13:00:00,7699.65,1938.71
2019-10-25 14:00:00,7692.53,1983.04
2019-10-25 15:00:00,8310.07,15579.8
2019-10-25 16:00:00,8418.79,9971.37
2019-10-25 17:00:00,8510.52,13928.39
2019-10-25 18:00:00,8644.45,5551.48
2019-10-25 19:00:00,8652.97,3860.04
2019-10-25 20:00:00,8579.44,2497.62
2019-10-25 21:00:00,8607.0,1928.92
